timestamp_sec,flight_state,cf1_act_x,cf1_act_y,cf1_act_z,cf1_targ_x,cf1_targ_y,cf1_targ_z,cf2_act_x,cf2_act_y,cf2_act_z,cf2_targ_x,cf2_targ_y,cf2_targ_z,cf3_act_x,cf3_act_y,cf3_act_z,cf3_targ_x,cf3_targ_y,cf3_targ_z,cf4_act_x,cf4_act_y,cf4_act_z,cf4_targ_x,cf4_targ_y,cf4_targ_z,cf5_act_x,cf5_act_y,cf5_act_z,cf5_targ_x,cf5_targ_y,cf5_targ_z
0.014,TAKEOFF,0.00018786924192681909,0.001646385993808508,-5.150315246282844e-06,-0.022882220760090832,0.14952800651776676,0.5,0.211837038397789,0.4090869128704071,0.0025013298727571964,-0.4947720828637798,0.499972668135386,0.5,-0.45402273535728455,0.23722419142723083,0.002854182617738843,-0.9738867487593571,0.15947209583587332,0.5,-0.45615246891975403,-0.37053433060646057,0.0054933601059019566,-0.7981060346876849,-0.4014134926516357,0.5,0.19003857672214508,-0.4957100450992584,0.002004935871809721,-0.21035291292908737,-0.4075592778373904,0.5
0.034,TAKEOFF,0.00018786924192681909,0.001646385993808508,-5.150315246282844e-06,-0.02363317702913381,0.15190342317618602,0.5,0.211837038397789,0.4090869128704071,0.0025013298727571964,-0.4972632966048522,0.49999251039843284,0.5,-0.45670369267463684,0.23770669102668762,0.005222747102379799,-0.9746754472555377,0.15710894237043077,0.5,-0.45615246891975403,-0.37053433060646057,0.0054933601059019566,-0.796102263424128,-0.40289384407695816,0.5,0.19003857672214508,-0.4957100450992584,0.002004935871809721,-0.2083258156863484,-0.40611103186809144,0.5
0.054,TAKEOFF,0.00018786924192681909,0.001646385993808508,-5.150315246282844e-06,-0.02439973915401139,0.15428671972411487,0.5,0.211837038397789,0.4090869128704071,0.0025013298727571964,-0.499766827040855,0.49999994563036815,0.5,-0.45670369267463684,0.23770669102668762,0.005222747102379799,-0.9754561520319797,0.15473024104855218,0.5,-0.45615246891975403,-0.37053433060646057,0.0054933601059019566,-0.7940812350751458,-0.40437139757489876,0.5,0.1891530454158783,-0.4953371584415436,0.0015125469071790576,-0.20629604669800827,-0.40464550882813644,0.5
0.074,TAKEOFF,0.00018786924192681909,0.001646385993808508,-5.150315246282844e-06,-0.025178617194569486,0.15666733683425793,0.5,0.211837038397789,0.4090869128704071,0.0025013298727571964,-0.5022716150073383,0.4999948397386301,0.5,-0.45670369267463684,0.23770669102668762,0.005222747102379799,-0.9762253180893199,0.15234646832377213,0.5,-0.45615246891975403,-0.37053433060646057,0.0054933601059019566,-0.7920518178750916,-0.40583954424852975,0.5,0.1891530454158783,-0.4953371584415436,0.0015125469071790576,-0.20427263183368088,-0.40316910064813044,0.5
0.094,TAKEOFF,6.771690823370591e-05,0.0016162411775439978,-5.5331267503788695e-05,-0.02596954404816948,0.15904441778981002,0.5,0.211837038397789,0.4090869128704071,0.0025013298727571964,-0.504776763178947,0.4999771820128717,0.5,-0.45670369267463684,0.23770669102668762,0.005222747102379799,-0.9769826579526288,0.1499584742935373,0.5,-0.45615246891975403,-0.37053433060646057,0.0054933601059019566,-0.790014731480043,-0.40729774799838825,0.5,0.1891530454158783,-0.4953371584415436,0.0015125469071790576,-0.20225630334021183,-0.4016823260978308,0.5
0.114,TAKEOFF,6.771690823370591e-05,0.0016162411775439978,-5.5331267503788695e-05,-0.02676903264575692,0.16140771833145814,0.5,0.21250870823860168,0.4102659523487091,0.0016080520581454039,-0.5072714511225089,0.49994712320261725,0.5,-0.45670369267463684,0.23770669102668762,0.005222747102379799,-0.9777249712954872,0.14757659638549053,0.5,-0.456951767206192,-0.3711690604686737,0.006041059736162424,-0.7879788184126701,-0.40873977069235923,0.5,0.1891530454158783,-0.4953371584415436,0.0015125469071790576,-0.20025572652357704,-0.4001916672272067,0.5
0.134,TAKEOFF,6.771690823370591e-05,0.0016162411775439978,-5.5331267503788695e-05,-0.027583973862285227,0.16377758774707235,0.5,0.21250870823860168,0.4102659523487091,0.0016080520581454039,-0.5097771615583212,0.4999043979721147,0.5,-0.4541821777820587,0.23738248646259308,0.002255226718261838,-0.9784586442942562,0.1451803213252486,0.5,-0.456951767206192,-0.3711690604686737,0.006041059736162424,-0.785926542826725,-0.41017802489547994,0.5,0.1891530454158783,-0.4953371584415436,0.0015125469071790576,-0.19825367745841238,-0.3986842821489558,0.5
0.154,TAKEOFF,6.771690823370591e-05,0.0016162411775439978,-5.5331267503788695e-05,-0.028404999927982177,0.16612692709814839,0.5,0.21250870823860168,0.4102659523487091,0.0016080520581454039,-0.5122652270642759,0.4998495415673218,0.5,-0.4541821777820587,0.23738248646259308,0.002255226718261838,-0.9791753272774755,0.1427970788515099,0.5,-0.456951767206192,-0.3711690604686737,0.006041059736162424,-0.7838814117635586,-0.4115960933428898,0.5,0.18856799602508545,-0.4947032630443573,0.0013484423980116844,-0.1962730339667081,-0.3971774541740902,0.5
0.174,TAKEOFF,6.771690823370591e-05,0.0016162411775439978,-5.5331267503788695e-05,-0.029248625589599953,0.16850265128691405,0.5,0.21250870823860168,0.4102659523487091,0.0016080520581454039,-0.5147853697012522,0.49978134503280264,0.5,-0.4541821777820587,0.23738248646259308,0.002255226718261838,-0.9798892354220068,0.14037920688649644,0.5,-0.456951767206192,-0.3711690604686737,0.006041059736162424,-0.7818024886247481,-0.4130222238631945,0.5,0.18856799602508545,-0.4947032630443573,0.0013484423980116844,-0.19427428066239316,-0.39564097934301856,0.5
0.194,TAKEOFF,-0.0006686642882414162,0.00017267998191528022,0.0016891518607735634,-0.03008926958145297,0.1708329752638747,0.5,0.21250870823860168,0.4102659523487091,0.0016080520581454039,-0.5172614127843213,0.4997019547977467,0.5,-0.4541821777820587,0.23738248646259308,0.002255226718261838,-0.9805788702130995,0.1379998170458964,0.5,-0.456951767206192,-0.3711690604686737,0.006041059736162424,-0.7797526632823988,-0.4144133774221156,0.5,0.18856799602508545,-0.4947032630443573,0.0013484423980116844,-0.1923177841387277,-0.3941213696854021,0.5
0.214,TAKEOFF,-0.0006686642882414162,0.00017267998191528022,0.0016891518607735634,-0.03094862267305254,0.1731785362788748,0.5,0.2118779867887497,0.4102945625782013,0.0023584351874887943,-0.5197577285814778,0.4996094796551609,0.5,-0.4541821777820587,0.23738248646259308,0.002255226718261838,-0.981262325130796,0.1355971032496638,0.5,-0.45693057775497437,-0.3707033097743988,0.006581048481166363,-0.7776787458541567,-0.4158058610708399,0.5,0.18856799602508545,-0.4947032630443573,0.0013484423980116844,-0.1903525777605169,-0.3925792581128596,0.5
0.234,TAKEOFF,-0.0006686642882414162,0.00017267998191528022,0.0016891518607735634,-0.03182366962176869,0.1755304066923256,0.5,0.2118779867887497,0.4102945625782013,0.0023584351874887943,-0.5222648946417012,0.4995040284788441,0.5,-0.45377665758132935,0.23724761605262756,0.00316809955984354,-0.9819367920227381,0.13318006042509556,0.5,-0.45693057775497437,-0.3707033097743988,0.006581048481166363,-0.7755884232574402,-0.4171942245123703,0.5,0.18856799602508545,-0.4947032630443573,0.0013484423980116844,-0.18838622045635195,-0.391020271083895,0.5
0.254,TAKEOFF,-0.0006686642882414162,0.00017267998191528022,0.0016891518607735634,-0.03270261071153607,0.1778571054644312,0.5,0.2118779867887497,0.4102945625782013,0.0023584351874887943,-0.5247493244041608,0.49938709528935327,0.5,-0.45377665758132935,0.23724761605262756,0.00316809955984354,-0.9825933129688325,0.1307810929674717,0.5,-0.45693057775497437,-0.3707033097743988,0.006581048481166363,-0.7735097457539932,-0.4185599347495959,0.5,0.18841253221035004,-0.4937335252761841,0.0010400628671050072,-0.18644500616147758,-0.38946535897166024,0.5
0.274,TAKEOFF,-0.0006686642882414162,0.00017267998191528022,0.0016891518607735634,-0.033607614603211655,0.18021693273356326,0.5,0.2118779867887497,0.4102945625782013,0.0023584351874887943,-0.527273315088303,0.49925561217085396,0.5,-0.45377665758132935,0.23724761605262756,0.00316809955984354,-0.9832482211072449,0.12834000466216022,0.5,-0.45693057775497437,-0.3707033097743988,0.006581048481166363,-0.7713905105588987,-0.419937127173319,0.5,0.18841253221035004,-0.4937335252761841,0.0010400628671050072,-0.1844803386423417,-0.38787542239325845,0.5
0.294,TAKEOFF,-0.0006276403437368572,-0.00034245479037053883,0.0010399833554401994,-0.034507452476365885,0.1825285955678103,0.5,0.2118779867887497,0.4102945625782013,0.0023584351874887943,-0.5297499022852779,0.49911415859902875,0.5,-0.45377665758132935,0.23724761605262756,0.00316809955984354,-0.9838789982979239,0.12594091871269514,0.5,-0.45693057775497437,-0.3707033097743988,0.006581048481166363,-0.7693037651050918,-0.4212783902601955,0.5,0.18841253221035004,-0.4937335252761841,0.0010400628671050072,-0.1825598818353406,-0.38630528261933866,0.5
0.314,TAKEOFF,-0.0006276403437368572,-0.00034245479037053883,0.0010399833554401994,-0.035424234676133814,0.18484955578454607,0.5,0.21262897551059723,0.41414332389831543,0.0038042613305151463,-0.532240567903335,0.4989594630641556,0.5,-0.45377665758132935,0.23724761605262756,0.00316809955984354,-0.9845015321047261,0.1235243513974999,0.5,-0.45633551478385925,-0.3710586130619049,0.005946035496890545,-0.7671978465387842,-0.4226172154622151,0.5,0.18841253221035004,-0.4937335252761841,0.0010400628671050072,-0.180635818777021,-0.38471615478398646,0.5
0.334,TAKEOFF,-0.0006276403437368572,-0.00034245479037053883,0.0010399833554401994,-0.03635347049770221,0.18716809471829038,0.5,0.21262897551059723,0.41414332389831543,0.0038042613305151463,-0.5347327791252031,0.49879217521352504,0.5,-0.4541091024875641,0.2373507171869278,0.003970021847635508,-0.9851125675254162,0.12110242288616098,0.5,-0.45633551478385925,-0.3710586130619049,0.005946035496890545,-0.7650832759752326,-0.4239467617499144,0.5,0.18841253221035004,-0.4937335252761841,0.0010400628671050072,-0.17871790687644606,-0.38311593106806197,0.5
0.354,TAKEOFF,-0.0006276403437368572,-0.00034245479037053883,0.0010399833554401994,-0.03729598268473433,0.18948612709197027,0.5,0.21262897551059723,0.41414332389831543,0.0038042613305151463,-0.5372286112023729,0.49861210425333896,0.5,-0.4541091024875641,0.2373507171869278,0.003970021847635508,-0.9857125643922873,0.11867310053869927,0.5,-0.45633551478385925,-0.3710586130619049,0.005946035496890545,-0.7629582623549326,-0.42526809457008935,0.5,0.1883828341960907,-0.4941284954547882,0.0010779891163110733,-0.17680457936567306,-0.3815032373139191,0.5
