timestamp_sec,flight_state,actual_x,actual_y,actual_z,target_x,target_y,target_z
0.011,TAKEOFF,-0.029492909088730812,-0.07079090923070908,-0.0002930062764789909,-0.348116683145265,0.3589077526551066,0.8
0.031,TAKEOFF,-0.02942148596048355,-0.07088672369718552,3.730617754627019e-05,-0.35097840229323646,0.3561097599388243,0.8
0.051,TAKEOFF,-0.029368126764893532,-0.0709342211484909,0.00024686960387043655,-0.3538303013348402,0.35327626279909635,0.8
0.071,TAKEOFF,-0.029656676575541496,-0.0710846483707428,-0.00015323499974329025,-0.3566403435911763,0.35043924626555134,0.8
0.091,TAKEOFF,-0.029687965288758278,-0.0711042508482933,-0.00014754677249584347,-0.3594374840784972,0.3475696981028698,0.8
0.111,TAKEOFF,-0.029457468539476395,-0.07106402516365051,5.0820493925129995e-05,-0.36220226697982294,0.34468756547731316,0.8
0.131,TAKEOFF,-0.02958826906979084,-0.07165861129760742,-0.0002730068808887154,-0.3649444292683283,0.3417829187452382,0.8
0.151,TAKEOFF,-0.030176915228366852,-0.07154400646686554,-0.0008185628103092313,-0.36767305796102406,0.33884586827876395,0.8
0.171,TAKEOFF,-0.030241232365369797,-0.07110744714736938,-0.0014233822003006935,-0.37036680647929376,0.3358994323578552,0.8
0.191,TAKEOFF,-0.02983764000236988,-0.0712166279554367,-0.001305543351918459,-0.37304516707115964,0.33292236831557387,0.8
0.211,TAKEOFF,-0.02936975099146366,-0.07127941399812698,-0.001106484909541905,-0.3756963574591964,0.3299276390239104,0.8
0.231,TAKEOFF,-0.029976775869727135,-0.07145132124423981,-0.0013063238002359867,-0.378327560414046,0.326907107648574,0.8
0.251,TAKEOFF,-0.029790140688419342,-0.07099515944719315,-0.0012511261738836765,-0.38092437954105157,0.3238774723120842,0.8
0.271,TAKEOFF,-0.029672320932149887,-0.07114972174167633,-0.00112155731767416,-0.38349963058819847,0.32082399121436556,0.8
0.291,TAKEOFF,-0.029684538021683693,-0.0712716206908226,-0.001170086208730936,-0.3860603448658262,0.3177379582644783,0.8
0.311,TAKEOFF,-0.02991514839231968,-0.07110291719436646,-0.0015924668405205011,-0.3885763019232675,0.31465609414666945,0.8
0.331,TAKEOFF,-0.029957914724946022,-0.07119961082935333,-0.0016934124287217855,-0.3910758579659244,0.3115440150543998,0.8
0.351,TAKEOFF,-0.030169587582349777,-0.0714925155043602,-0.0017996005481109023,-0.39357090163959835,0.3083860330536933,0.8
0.371,TAKEOFF,-0.03019426017999649,-0.07155390083789825,-0.0018716126214712858,-0.39602653140625854,0.3052261234270876,0.8
0.391,TAKEOFF,-0.0304606594145298,-0.07124800235033035,-0.002297247527167201,-0.3984532195821739,0.30205137279045746,0.8
0.411,TAKEOFF,-0.030543798580765724,-0.07136188447475433,-0.002449402352795005,-0.40085656706475,0.29885450078769704,0.8
0.431,TAKEOFF,-0.02993481419980526,-0.071098692715168,-0.0017452716128900647,-0.40323508366166705,0.29563739158700536,0.8
0.451,TAKEOFF,-0.029995324090123177,-0.07100964337587357,-0.0018868392799049616,-0.4055852998784425,0.2924047956558064,0.8
0.471,TAKEOFF,-0.03004816547036171,-0.07095421850681305,-0.0020348425023257732,-0.4079171301894528,0.2891428970215264,0.8
0.491,TAKEOFF,-0.029953844845294952,-0.07108279317617416,-0.002079648431390524,-0.4102163480864788,0.2858715581560938,0.8
0.511,TAKEOFF,-0.029931819066405296,-0.07113365083932877,-0.0021146349608898163,-0.4125020512913743,0.28256336931812026,0.8
0.531,TAKEOFF,-0.02993633784353733,-0.07125572860240936,-0.0021901410073041916,-0.4147511962228023,0.2792515805358217,0.8
0.551,TAKEOFF,-0.03023698925971985,-0.0712728202342987,-0.002254410879686475,-0.41694841084788925,0.2759601831631146,0.8
0.571,TAKEOFF,-0.030334366485476494,-0.07132021337747574,-0.0022168562281876802,-0.4191533055493527,0.27259953493550015,0.8
0.591,TAKEOFF,-0.030523592606186867,-0.07124800235033035,-0.002461311873048544,-0.42132800700121403,0.26922613267731815,0.8
0.611,TAKEOFF,-0.03058900311589241,-0.07137330621480942,-0.0025440992321819067,-0.42345824313641556,0.2658629653032185,0.8
0.631,TAKEOFF,-0.030653787776827812,-0.07150814682245255,-0.0026213740929961205,-0.42557575166552,0.26246005333065003,0.8
0.651,TAKEOFF,-0.030370773747563362,-0.07147476822137833,-0.0021995226852595806,-0.42765670012629464,0.25905548988023497,0.8
0.67,TAKEOFF,-0.030397528782486916,-0.07160919159650803,-0.0022185021080076694,-0.4297081944923285,0.2556381575315844,0.8
0.69,TAKEOFF,-0.030428580939769745,-0.07175471633672714,-0.002245944458991289,-0.4317392368137081,0.25219284564697086,0.8
0.711,TAKEOFF,-0.030463512986898422,-0.07191440463066101,-0.002276062034070492,-0.43374208662659763,0.24873239091201022,0.8
0.731,TAKEOFF,-0.03049730323255062,-0.07208707183599472,-0.0023066201247274876,-0.43571568064588795,0.2452587320347444,0.8
0.751,TAKEOFF,-0.030185014009475708,-0.07159017026424408,-0.001980663277208805,-0.43767335301709287,0.24174787705122708,0.8
0.771,TAKEOFF,-0.030188221484422684,-0.07170586287975311,-0.0019753933884203434,-0.4395998740913937,0.23822667923394047,0.8
0.79,TAKEOFF,-0.030099865049123764,-0.07166483998298645,-0.0018997867591679096,-0.4414866963215599,0.23471151861609765,0.8
0.811,TAKEOFF,-0.030097661539912224,-0.07178186625242233,-0.0018884395249187946,-0.4433497762061192,0.23117304327707414,0.8
0.831,TAKEOFF,-0.03009205311536789,-0.07191049307584763,-0.0018786834552884102,-0.44518510392376687,0.22761859160531,0.8
0.851,TAKEOFF,-0.029167478904128075,-0.07219119369983673,-0.0007077131303958595,-0.4469939437288824,0.2240455629324105,0.8
0.871,TAKEOFF,-0.02914738655090332,-0.07230386137962341,-0.0005083561409264803,-0.44876872478708246,0.22046911723181511,0.8
0.89,TAKEOFF,-0.02909078821539879,-0.07242470234632492,-0.00032424868550151587,-0.4505221297481714,0.2168635760268926,0.8
0.911,TAKEOFF,-0.030004285275936127,-0.0716470330953598,-0.0011308599496260285,-0.45223595106132686,0.21326660443599033,0.8
0.931,TAKEOFF,-0.02995593287050724,-0.07174204289913177,-0.001099298126064241,-0.4539315111766476,0.20963344952770557,0.8
0.951,TAKEOFF,-0.030038492754101753,-0.07159212976694107,-0.0012851611245423555,-0.4555961159544632,0.2059907258281482,0.8
0.971,TAKEOFF,-0.03000393696129322,-0.07172629982233047,-0.0013049124972894788,-0.45723058213313644,0.2023368349119684,0.8
0.991,TAKEOFF,-0.029927298426628113,-0.0718003511428833,-0.0013145878911018372,-0.45883150043614573,0.19867977805382,0.8
1.011,TAKEOFF,-0.03037557192146778,-0.07127697020769119,-0.0020441263914108276,-0.4604059029439736,0.19500360133685835,0.8
1.031,TAKEOFF,-0.030311042442917824,-0.07129178196191788,-0.0021085506305098534,-0.461951290215248,0.1913138925129791,0.8
1.051,TAKEOFF,-0.03021492436528206,-0.07137605547904968,-0.002061255741864443,-0.46347088372128037,0.18760261176917398,0.8
1.071,TAKEOFF,-0.03026449680328369,-0.0712667852640152,-0.0023395991884171963,-0.46495210352942645,0.18390090109502324,0.8
1.091,TAKEOFF,-0.030315326526761055,-0.07126592844724655,-0.0025280972477048635,-0.46641178304365577,0.18016672455822075,0.8
1.111,TAKEOFF,-0.03032725304365158,-0.07136974483728409,-0.002648249501362443,-0.46783009822115346,0.17645112410632557,0.8
1.131,TAKEOFF,-0.03039730153977871,-0.07138799130916595,-0.002814485225826502,-0.46922492507553376,0.17270775804190067,0.8
1.151,TAKEOFF,-0.030407018959522247,-0.071494922041893,-0.0029501819517463446,-0.4705978233107394,0.16893101756395737,0.8
1.17,TAKEOFF,-0.03044196031987667,-0.07130412012338638,-0.002762423362582922,-0.47193448024247564,0.16516006284288093,0.8
1.19,TAKEOFF,-0.029461190104484558,-0.0714169591665268,-0.0017812708392739296,-0.4732383349990737,0.16138611553446752,0.8
