timestamp_sec,flight_state,cf1_act_x,cf1_act_y,cf1_act_z,cf1_targ_x,cf1_targ_y,cf1_targ_z,cf2_act_x,cf2_act_y,cf2_act_z,cf2_targ_x,cf2_targ_y,cf2_targ_z,cf3_act_x,cf3_act_y,cf3_act_z,cf3_targ_x,cf3_targ_y,cf3_targ_z,cf4_act_x,cf4_act_y,cf4_act_z,cf4_targ_x,cf4_targ_y,cf4_targ_z
0.001,TAKEOFF,0.18030954897403717,0.33115965127944946,0.007897105999290943,0.25,0.25,0.5,1.4811519384384155,0.2859092354774475,-0.0010101814987137914,1.6,0.1,0.5,1.5219956636428833,1.4620941877365112,-0.002023500157520175,1.6,1.6,0.5,0.13545837998390198,1.5569870471954346,0.006938788574188948,0.25,1.6,0.5
0.021,TAKEOFF,0.18006300926208496,0.32768261432647705,0.005184926092624664,0.25,0.25,0.5,1.4798023700714111,0.28729432821273804,-0.002349946880713105,1.6,0.1,0.5,1.522383213043213,1.4591668844223022,0.0016288140323013067,1.6,1.6,0.5,0.13419383764266968,1.5540809631347656,0.007166141644120216,0.25,1.6,0.5
0.041,TAKEOFF,0.18006300926208496,0.32768261432647705,0.005184926092624664,0.25,0.25,0.5,1.4798023700714111,0.28729432821273804,-0.002349946880713105,1.6,0.1,0.5,1.522383213043213,1.4591668844223022,0.0016288140323013067,1.6,1.6,0.5,0.13419383764266968,1.5540809631347656,0.007166141644120216,0.25,1.6,0.5
0.061,TAKEOFF,0.18006300926208496,0.32768261432647705,0.005184926092624664,0.25,0.25,0.5,1.4798023700714111,0.28729432821273804,-0.002349946880713105,1.6,0.1,0.5,1.522383213043213,1.4591668844223022,0.0016288140323013067,1.6,1.6,0.5,0.13419383764266968,1.5540809631347656,0.007166141644120216,0.25,1.6,0.5
0.081,TAKEOFF,0.18084248900413513,0.3274921476840973,0.0050484067760407925,0.25,0.25,0.5,1.4812759160995483,0.2871744632720947,0.002189683262258768,1.6,0.1,0.5,1.522383213043213,1.4591668844223022,0.0016288140323013067,1.6,1.6,0.5,0.13419383764266968,1.5540809631347656,0.007166141644120216,0.25,1.6,0.5
0.101,TAKEOFF,0.18084248900413513,0.3274921476840973,0.0050484067760407925,0.25,0.25,0.5,1.4812759160995483,0.2871744632720947,0.002189683262258768,1.6,0.1,0.5,1.522383213043213,1.4591668844223022,0.0016288140323013067,1.6,1.6,0.5,0.13419383764266968,1.5540809631347656,0.007166141644120216,0.25,1.6,0.5
0.121,TAKEOFF,0.18084248900413513,0.3274921476840973,0.0050484067760407925,0.25,0.25,0.5,1.4812759160995483,0.2871744632720947,0.002189683262258768,1.6,0.1,0.5,1.5228168964385986,1.460405707359314,-0.0022879070602357388,1.6,1.6,0.5,0.1364212930202484,1.5551048517227173,0.009240192361176014,0.25,1.6,0.5
0.141,TAKEOFF,0.18084248900413513,0.3274921476840973,0.0050484067760407925,0.25,0.25,0.5,1.4812759160995483,0.2871744632720947,0.002189683262258768,1.6,0.1,0.5,1.5228168964385986,1.460405707359314,-0.0022879070602357388,1.6,1.6,0.5,0.1364212930202484,1.5551048517227173,0.009240192361176014,0.25,1.6,0.5
0.161,TAKEOFF,0.18084248900413513,0.3274921476840973,0.0050484067760407925,0.25,0.25,0.5,1.4812759160995483,0.2871744632720947,0.002189683262258768,1.6,0.1,0.5,1.5228168964385986,1.460405707359314,-0.0022879070602357388,1.6,1.6,0.5,0.1364212930202484,1.5551048517227173,0.009240192361176014,0.25,1.6,0.5
0.181,TAKEOFF,0.18194159865379333,0.3257239758968353,0.005309688858687878,0.25,0.25,0.5,1.4840224981307983,0.28451845049858093,-0.0013929852284491062,1.6,0.1,0.5,1.5228168964385986,1.460405707359314,-0.0022879070602357388,1.6,1.6,0.5,0.1364212930202484,1.5551048517227173,0.009240192361176014,0.25,1.6,0.5
0.201,TAKEOFF,0.18194159865379333,0.3257239758968353,0.005309688858687878,0.25,0.25,0.5,1.4840224981307983,0.28451845049858093,-0.0013929852284491062,1.6,0.1,0.5,1.5228168964385986,1.460405707359314,-0.0022879070602357388,1.6,1.6,0.5,0.1364212930202484,1.5551048517227173,0.009240192361176014,0.25,1.6,0.5
0.221,TAKEOFF,0.18194159865379333,0.3257239758968353,0.005309688858687878,0.25,0.25,0.5,1.4840224981307983,0.28451845049858093,-0.0013929852284491062,1.6,0.1,0.5,1.5212340354919434,1.462181568145752,-0.0011694785207509995,1.6,1.6,0.5,0.13527360558509827,1.552381157875061,0.007657552603632212,0.25,1.6,0.5
0.241,TAKEOFF,0.18194159865379333,0.3257239758968353,0.005309688858687878,0.25,0.25,0.5,1.4840224981307983,0.28451845049858093,-0.0013929852284491062,1.6,0.1,0.5,1.5212340354919434,1.462181568145752,-0.0011694785207509995,1.6,1.6,0.5,0.13527360558509827,1.552381157875061,0.007657552603632212,0.25,1.6,0.5
0.261,TAKEOFF,0.18194159865379333,0.3257239758968353,0.005309688858687878,0.25,0.25,0.5,1.4840224981307983,0.28451845049858093,-0.0013929852284491062,1.6,0.1,0.5,1.5212340354919434,1.462181568145752,-0.0011694785207509995,1.6,1.6,0.5,0.13527360558509827,1.552381157875061,0.007657552603632212,0.25,1.6,0.5
0.281,TAKEOFF,0.18225112557411194,0.3254717290401459,0.005162559915333986,0.25,0.25,0.5,1.4805798530578613,0.28647395968437195,-0.0039664460346102715,1.6,0.1,0.5,1.5212340354919434,1.462181568145752,-0.0011694785207509995,1.6,1.6,0.5,0.13527360558509827,1.552381157875061,0.007657552603632212,0.25,1.6,0.5
0.301,TAKEOFF,0.18225112557411194,0.3254717290401459,0.005162559915333986,0.25,0.25,0.5,1.4805798530578613,0.28647395968437195,-0.0039664460346102715,1.6,0.1,0.5,1.5212340354919434,1.462181568145752,-0.0011694785207509995,1.6,1.6,0.5,0.13527360558509827,1.552381157875061,0.007657552603632212,0.25,1.6,0.5
0.321,TAKEOFF,0.18225112557411194,0.3254717290401459,0.005162559915333986,0.25,0.25,0.5,1.4805798530578613,0.28647395968437195,-0.0039664460346102715,1.6,0.1,0.5,1.5196831226348877,1.4623326063156128,0.002419761847704649,1.6,1.6,0.5,0.1278688907623291,1.5547105073928833,8.447236905340105e-05,0.25,1.6,0.5
