timestamp_sec,flight_state,cf1_X,cf1_Y,cf1_Z,cf1_VelX,cf1_VelY,cf1_VelZ,cf1_Roll,cf1_Pitch,cf1_Yaw,cf1_GyroX,cf1_GyroY,cf1_GyroZ,cf1_Motor1,cf1_Motor2,cf1_Motor3,cf1_Motor4,cf1_targ_x,cf1_targ_y,cf1_targ_z,cf2_X,cf2_Y,cf2_Z,cf2_VelX,cf2_VelY,cf2_VelZ,cf2_Roll,cf2_Pitch,cf2_Yaw,cf2_GyroX,cf2_GyroY,cf2_GyroZ,cf2_Motor1,cf2_Motor2,cf2_Motor3,cf2_Motor4,cf2_targ_x,cf2_targ_y,cf2_targ_z,cf3_X,cf3_Y,cf3_Z,cf3_VelX,cf3_VelY,cf3_VelZ,cf3_Roll,cf3_Pitch,cf3_Yaw,cf3_GyroX,cf3_GyroY,cf3_GyroZ,cf3_Motor1,cf3_Motor2,cf3_Motor3,cf3_Motor4,cf3_targ_x,cf3_targ_y,cf3_targ_z
0.21,TAKEOFF,0.11680856347084045,0.7313065528869629,-0.027188975363969803,0.0,0.0,0.0,0.0013837706064805388,0.005535082425922155,-0.10931787639856339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6346783968940994,0.3426831514993609,0.5,-0.7804498076438904,-0.2294560819864273,-0.11550721526145935,0.0,0.0,0.0,0.005535082425922155,0.0,-0.14806345105171204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7730515402379405,1.1168081604717415,0.5,0.7656207084655762,-0.8478983640670776,-0.014193717390298843,0.0,0.0,0.0,-0.01107016485184431,0.012453935109078884,-0.1342257410287857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5770139022498588,0.8280082351608086,0.5
0.23,TAKEOFF,0.11281464248895645,0.7256022691726685,-0.02528521604835987,0.0,0.0,0.0,0.0013837706064805388,0.0027675412129610777,-0.10931787639856339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6347167523356355,0.3426188446302128,0.5,-0.7804498076438904,-0.2294560819864273,-0.11550721526145935,0.0,0.0,0.0,0.005535082425922155,0.0,-0.14806345105171204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7729061989360893,1.116690759710509,0.5,0.7656207084655762,-0.8478983640670776,-0.014193717390298843,0.0,0.0,0.0,-0.01107016485184431,0.012453935109078884,-0.1342257410287857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5770484914603239,0.8281195353185875,0.5
0.25,TAKEOFF,0.11281464248895645,0.7256022691726685,-0.02528521604835987,0.0,0.0,0.0,0.0013837706064805388,0.0027675412129610777,-0.10931787639856339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6347548855972844,0.34255492834632617,0.5,-0.7804498076438904,-0.2294560819864273,-0.11550721526145935,0.0,0.0,0.0,0.005535082425922155,0.0,-0.14806345105171204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7727456143479402,1.1165609590463896,0.5,0.7656207084655762,-0.8478983640670776,-0.014193717390298843,0.0,0.0,0.0,-0.01107016485184431,0.012453935109078884,-0.1342257410287857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5770828945609324,0.8282301610146847,0.5
0.27,TAKEOFF,0.11281464248895645,0.7256022691726685,-0.02528521604835987,0.0,0.0,0.0,0.0013837706064805388,0.0027675412129610777,-0.10931787639856339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6347927979163972,0.34249140024840663,0.5,-0.7804498076438904,-0.2294560819864273,-0.11550721526145935,0.0,0.0,0.0,0.005535082425922155,0.0,-0.14806345105171204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7725860375450733,1.116431882426653,0.5,0.7656207084655762,-0.8478983640670776,-0.014193717390298843,0.0,0.0,0.0,-0.01107016485184431,0.012453935109078884,-0.1342257410287857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5771171124107389,0.8283401163714719,0.5
0.29,TAKEOFF,0.11281464248895645,0.7256022691726685,-0.02528521604835987,0.0,0.0,0.0,0.0013837706064805388,0.0027675412129610777,-0.10931787639856339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6348304905240562,0.3424282579522048,0.5,-0.7468878030776978,-0.23133771121501923,-0.009406378492712975,0.0,0.0,0.0,-0.005535082425922155,-0.02214032970368862,-0.11623673141002655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7724274619695433,1.116303526177145,0.5,0.7853482365608215,-0.9094561338424683,-0.029032081365585327,0.0,0.0,0.0,0.01107016485184431,0.00830262340605259,-0.12453935295343399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5771511458667474,0.8284494054857555,0.5
0.31,TAKEOFF,0.11281464248895645,0.7256022691726685,-0.02528521604835987,0.0,0.0,0.0,0.0013837706064805388,0.0027675412129610777,-0.10931787639856339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6349076296536044,0.34229909000633146,0.5,-0.7468878030776978,-0.23133771121501923,-0.009406378492712975,0.0,0.0,0.0,-0.005535082425922155,-0.02214032970368862,-0.11623673141002655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7722698811085327,1.1161758866374774,0.5,0.7853482365608215,-0.9094561338424683,-0.029032081365585327,0.0,0.0,0.0,0.01107016485184431,0.00830262340605259,-0.12453935295343399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5771769923965292,0.8285323554992599,0.5
0.33,TAKEOFF,0.12599611282348633,0.7504183650016785,-0.04829677194356918,0.0,0.0,0.0,-0.005535082425922155,-0.00830262340605259,-0.10239902138710022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6349843380436442,0.34217071624087364,0.5,-0.7468878030776978,-0.23133771121501923,-0.009406378492712975,0.0,0.0,0.0,-0.005535082425922155,-0.02214032970368862,-0.11623673141002655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7721132884940187,1.1160489601610495,0.5,0.7853482365608215,-0.9094561338424683,-0.029032081365585327,0.0,0.0,0.0,0.01107016485184431,0.00830262340605259,-0.12453935295343399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5772026957506262,0.8286148041027124,0.5
0.351,TAKEOFF,0.12599611282348633,0.7504183650016785,-0.04829677194356918,0.0,0.0,0.0,-0.005535082425922155,-0.00830262340605259,-0.10239902138710022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6350606178899024,0.3420431316692693,0.5,-0.7468878030776978,-0.23133771121501923,-0.009406378492712975,0.0,0.0,0.0,-0.005535082425922155,-0.02214032970368862,-0.11623673141002655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7720275390871891,1.1159794188497103,0.5,0.7853482365608215,-0.9094561338424683,-0.029032081365585327,0.0,0.0,0.0,0.01107016485184431,0.00830262340605259,-0.12453935295343399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5772282566451512,0.8286967543472666,0.5
0.37,TAKEOFF,0.12599611282348633,0.7504183650016785,-0.04829677194356918,0.0,0.0,0.0,-0.005535082425922155,-0.00830262340605259,-0.10239902138710022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6351364713796644,0.3419163313373833,0.5,-0.7468878030776978,-0.23133771121501923,-0.009406378492712975,0.0,0.0,0.0,-0.005535082425922155,-0.02214032970368862,-0.11623673141002655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7719423168593181,1.1159102791507178,0.5,0.7853482365608215,-0.9094561338424683,-0.029032081365585327,0.0,0.0,0.0,0.01107016485184431,0.00830262340605259,-0.12453935295343399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5772536757936402,0.8287782092652889,0.5
0.39,TAKEOFF,0.12599611282348633,0.7504183650016785,-0.04829677194356918,0.0,0.0,0.0,-0.005535082425922155,-0.00830262340605259,-0.10239902138710022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6352119006917669,0.3417903103232853,0.5,-0.7169811725616455,-0.28706344962120056,0.0002757066395133734,0.0,0.0,0.0,0.049815740436315536,-0.009686394594609737,-0.06918852776288986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7718576184984234,1.1158415388437535,0.5,0.7710140347480774,-0.9004920721054077,-0.011497360654175282,0.0,0.0,0.0,0.00830262340605259,-0.005535082425922155,-0.09548017382621765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.577278953907046,0.828859171870476,0.5
0.411,TAKEOFF,0.12599611282348633,0.7504183650016785,-0.04829677194356918,0.0,0.0,0.0,-0.005535082425922155,-0.00830262340605259,-0.10239902138710022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6352683652329125,0.34169601986026554,0.5,-0.7169811725616455,-0.28706344962120056,0.0002757066395133734,0.0,0.0,0.0,0.049815740436315536,-0.009686394594609737,-0.06918852776288986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7717734407141256,1.1157731957195143,0.5,0.7710140347480774,-0.9004920721054077,-0.011497360654175282,0.0,0.0,0.0,0.00830262340605259,-0.005535082425922155,-0.09548017382621765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5772716453106462,0.8288357674930433,0.5
0.431,TAKEOFF,0.06219617649912834,0.7911768555641174,0.002681237179785967,0.0,0.0,0.0,-0.024907870218157768,-0.09409639984369278,-0.07333984225988388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6353245081022753,0.3416023053915042,0.5,-0.7169811725616455,-0.28706344962120056,0.0002757066395133734,0.0,0.0,0.0,0.049815740436315536,-0.009686394594609737,-0.06918852776288986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.771689780237498,1.1157052475796763,0.5,0.7710140347480774,-0.9004920721054077,-0.011497360654175282,0.0,0.0,0.0,0.00830262340605259,-0.005535082425922155,-0.09548017382621765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5772643815136596,0.8288125032459116,0.5
0.451,TAKEOFF,0.06219617649912834,0.7911768555641174,0.002681237179785967,0.0,0.0,0.0,-0.024907870218157768,-0.09409639984369278,-0.07333984225988388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6353803310232715,0.3415091633414658,0.5,-0.7169811725616455,-0.28706344962120056,0.0002757066395133734,0.0,0.0,0.0,0.049815740436315536,-0.009686394594609737,-0.06918852776288986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7716941103881061,1.1157087650935438,0.5,0.7710140347480774,-0.9004920721054077,-0.011497360654175282,0.0,0.0,0.0,0.00830262340605259,-0.005535082425922155,-0.09548017382621765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5772571622359615,0.828789378291878,0.5
