timestamp_sec,flight_state,cf1_act_x,cf1_act_y,cf1_act_z,cf1_targ_x,cf1_targ_y,cf1_targ_z,cf2_act_x,cf2_act_y,cf2_act_z,cf2_targ_x,cf2_targ_y,cf2_targ_z,cf3_act_x,cf3_act_y,cf3_act_z,cf3_targ_x,cf3_targ_y,cf3_targ_z,cf4_act_x,cf4_act_y,cf4_act_z,cf4_targ_x,cf4_targ_y,cf4_targ_z,Z11_estimation_norm
0.008,TAKEOFF,0.24235661327838898,0.2518191933631897,-0.0006386800669133663,0.25,0.25,0.5,1.6057920455932617,0.10222328454256058,0.0017448621802031994,1.6,0.1,0.5,1.6272549629211426,1.5691933631896973,0.008098026737570763,1.6,1.6,0.5,0.24085068702697754,1.6087721586227417,0.0042362334206700325,0.25,1.6,0.5,5.0990195135927845
0.028,TAKEOFF,0.24235661327838898,0.2518191933631897,-0.0006386800669133663,0.25,0.25,0.5,1.6057920455932617,0.10222328454256058,0.0017448621802031994,1.6,0.1,0.5,1.6272549629211426,1.5691933631896973,0.008098026737570763,1.6,1.6,0.5,0.24085068702697754,1.6087721586227417,0.0042362334206700325,0.25,1.6,0.5,5.0990195135927845
0.048,TAKEOFF,0.24235661327838898,0.2518191933631897,-0.0006386800669133663,0.25,0.25,0.5,1.6057920455932617,0.10222328454256058,0.0017448621802031994,1.6,0.1,0.5,1.6272549629211426,1.5691933631896973,0.008098026737570763,1.6,1.6,0.5,0.24085068702697754,1.6087721586227417,0.0042362334206700325,0.25,1.6,0.5,5.0990195135927845
0.069,TAKEOFF,0.24235661327838898,0.2518191933631897,-0.0006386800669133663,0.25,0.25,0.5,1.6057920455932617,0.10222328454256058,0.0017448621802031994,1.6,0.1,0.5,1.6272549629211426,1.5691933631896973,0.008098026737570763,1.6,1.6,0.5,0.24085068702697754,1.6087721586227417,0.0042362334206700325,0.25,1.6,0.5,5.0990195135927845
0.088,TAKEOFF,0.242094025015831,0.25138458609580994,-0.0006867155898362398,0.25,0.25,0.5,1.6057920455932617,0.10222328454256058,0.0017448621802031994,1.6,0.1,0.5,1.6272549629211426,1.5691933631896973,0.008098026737570763,1.6,1.6,0.5,0.24102866649627686,1.6099426746368408,0.006060760002583265,0.25,1.6,0.5,5.0990195135927845
0.108,TAKEOFF,0.242094025015831,0.25138458609580994,-0.0006867155898362398,0.25,0.25,0.5,1.6058217287063599,0.10206657648086548,0.0018147763330489397,1.6,0.1,0.5,1.6278247833251953,1.5686668157577515,0.007208593655377626,1.6,1.6,0.5,0.24102866649627686,1.6099426746368408,0.006060760002583265,0.25,1.6,0.5,5.0990195135927845
0.128,TAKEOFF,0.242094025015831,0.25138458609580994,-0.0006867155898362398,0.25,0.25,0.5,1.6058217287063599,0.10206657648086548,0.0018147763330489397,1.6,0.1,0.5,1.6278247833251953,1.5686668157577515,0.007208593655377626,1.6,1.6,0.5,0.24102866649627686,1.6099426746368408,0.006060760002583265,0.25,1.6,0.5,5.0990195135927845
0.148,TAKEOFF,0.242094025015831,0.25138458609580994,-0.0006867155898362398,0.25,0.25,0.5,1.6058217287063599,0.10206657648086548,0.0018147763330489397,1.6,0.1,0.5,1.6278247833251953,1.5686668157577515,0.007208593655377626,1.6,1.6,0.5,0.24102866649627686,1.6099426746368408,0.006060760002583265,0.25,1.6,0.5,5.0990195135927845
0.169,TAKEOFF,0.242094025015831,0.25138458609580994,-0.0006867155898362398,0.25,0.25,0.5,1.6058217287063599,0.10206657648086548,0.0018147763330489397,1.6,0.1,0.5,1.6278247833251953,1.5686668157577515,0.007208593655377626,1.6,1.6,0.5,0.24102866649627686,1.6099426746368408,0.006060760002583265,0.25,1.6,0.5,5.0990195135927845
0.189,TAKEOFF,0.2433873414993286,0.252351850271225,1.3276046956889331e-05,0.25,0.25,0.5,1.6058217287063599,0.10206657648086548,0.0018147763330489397,1.6,0.1,0.5,1.6278247833251953,1.5686668157577515,0.007208593655377626,1.6,1.6,0.5,0.24301418662071228,1.6066486835479736,0.0070349061861634254,0.25,1.6,0.5,5.0990195135927845
