timestamp_sec,flight_state,cf1_X,cf1_Y,cf1_Z,cf1_VelX,cf1_VelY,cf1_VelZ,cf1_Roll,cf1_Pitch,cf1_Yaw,cf1_GyroX,cf1_GyroY,cf1_GyroZ,cf1_Motor1,cf1_Motor2,cf1_Motor3,cf1_Motor4,cf1_targ_x,cf1_targ_y,cf1_targ_z,cf2_X,cf2_Y,cf2_Z,cf2_VelX,cf2_VelY,cf2_VelZ,cf2_Roll,cf2_Pitch,cf2_Yaw,cf2_GyroX,cf2_GyroY,cf2_GyroZ,cf2_Motor1,cf2_Motor2,cf2_Motor3,cf2_Motor4,cf2_targ_x,cf2_targ_y,cf2_targ_z,cf3_X,cf3_Y,cf3_Z,cf3_VelX,cf3_VelY,cf3_VelZ,cf3_Roll,cf3_Pitch,cf3_Yaw,cf3_GyroX,cf3_GyroY,cf3_GyroZ,cf3_Motor1,cf3_Motor2,cf3_Motor3,cf3_Motor4,cf3_targ_x,cf3_targ_y,cf3_targ_z
0.015,TAKEOFF,0.259041428565979,0.2612419128417969,0.00037516807788051665,0.0,0.0,0.0,0.0,-0.004151311703026295,-0.03874557837843895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.599959841573143,0.006941793682404625,0.5,0.6457628607749939,0.1001497283577919,-0.0006905649788677692,0.0,0.0,0.0,0.0027675412129610777,0.0027675412129610777,-0.015221476554870605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5997559615589184,0.01711100740860143,0.5,0.6361543536186218,0.6200815439224243,0.00043414614629000425,0.0,0.0,0.0,-0.0027675412129610777,-0.009686394594609737,0.02629164233803749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4927068372582623,-0.34240323088277097,0.5
0.035,TAKEOFF,0.259041428565979,0.2612419128417969,0.00037516807788051665,0.0,0.0,0.0,0.0,-0.004151311703026295,-0.03874557837843895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5999598429117653,0.006941677988056037,0.5,0.6457628607749939,0.1001497283577919,-0.0006905649788677692,0.0,0.0,0.0,0.0027675412129610777,0.0027675412129610777,-0.015221476554870605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5997559575903709,0.017111146509136223,0.5,0.6361543536186218,0.6200815439224243,0.00043414614629000425,0.0,0.0,0.0,-0.0027675412129610777,-0.009686394594609737,0.02629164233803749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4927070818822904,-0.34240287887667936,0.5
0.055,TAKEOFF,0.259041428565979,0.2612419128417969,0.00037516807788051665,0.0,0.0,0.0,0.0,-0.004151311703026295,-0.03874557837843895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5999598442423337,0.006941562987873286,0.5,0.6457628607749939,0.1001497283577919,-0.0006905649788677692,0.0,0.0,0.0,0.0027675412129610777,0.0027675412129610777,-0.015221476554870605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5997559536456029,0.01711128477506689,0.5,0.6361543536186218,0.6200815439224243,0.00043414614629000425,0.0,0.0,0.0,-0.0027675412129610777,-0.009686394594609737,0.02629164233803749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4927073250383251,-0.34240252898245105,0.5
0.075,TAKEOFF,0.2585299015045166,0.26063352823257446,0.000845596194267273,0.0,0.0,0.0,0.0,-0.004151311703026295,-0.03874557837843895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5999598455648969,0.006941448677691378,0.5,0.6457628607749939,0.1001497283577919,-0.0006905649788677692,0.0,0.0,0.0,0.0027675412129610777,0.0027675412129610777,-0.015221476554870605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5997559679414505,0.017110783693738026,0.5,0.6361543536186218,0.6200815439224243,0.00043414614629000425,0.0,0.0,0.0,-0.0027675412129610777,-0.009686394594609737,0.02629164233803749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49270756673517735,-0.342402181187417,0.5
0.095,TAKEOFF,0.2585299015045166,0.26063352823257446,0.000845596194267273,0.0,0.0,0.0,0.0,-0.004151311703026295,-0.03874557837843895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5999598468795031,0.006941335053370311,0.5,0.6457628607749939,0.1001497283577919,-0.0006905649788677692,0.0,0.0,0.0,0.0027675412129610777,0.0027675412129610777,-0.015221476554870605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5997559821511079,0.017110285618885297,0.5,0.6361543536186218,0.6200815439224243,0.00043414614629000425,0.0,0.0,0.0,-0.0027675412129610777,-0.009686394594609737,0.02629164233803749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4927078069816052,-0.34240183547898406,0.5
0.115,TAKEOFF,0.2585299015045166,0.26063352823257446,0.000845596194267273,0.0,0.0,0.0,0.0,-0.004151311703026295,-0.03874557837843895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5999598449695256,0.006941500136341349,0.5,0.6453118324279785,0.10024365782737732,-0.000569454743526876,0.0,0.0,0.0,0.0027675412129610777,0.0027675412129610777,-0.015221476554870605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5997559962750977,0.017109790532469995,0.5,0.6364786028862,0.620493471622467,0.0006557952146977186,0.0,0.0,0.0,-0.0027675412129610777,-0.009686394594609737,0.02629164233803749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4927085552339145,-0.34240075875983195,0.5
0.135,TAKEOFF,0.2585299015045166,0.26063352823257446,0.000845596194267273,0.0,0.0,0.0,0.0,-0.004151311703026295,-0.03874557837843895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5999598430709628,0.006941664228814042,0.5,0.6453118324279785,0.10024365782737732,-0.000569454743526876,0.0,0.0,0.0,0.0027675412129610777,0.0027675412129610777,-0.015221476554870605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5997560103139384,0.017109298416561624,0.5,0.6364786028862,0.620493471622467,0.0006557952146977186,0.0,0.0,0.0,-0.0027675412129610777,-0.009686394594609737,0.02629164233803749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49270929899437804,-0.3423996884993743,0.5
0.155,TAKEOFF,0.2585299015045166,0.26063352823257446,0.000845596194267273,0.0,0.0,0.0,0.0,-0.004151311703026295,-0.03874557837843895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.599959841183747,0.006941827336731384,0.5,0.6453118324279785,0.10024365782737732,-0.000569454743526876,0.0,0.0,0.0,0.0027675412129610777,0.0027675412129610777,-0.015221476554870605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5997560242681459,0.01710880925333729,0.5,0.6364786028862,0.620493471622467,0.0006557952146977186,0.0,0.0,0.0,-0.0027675412129610777,-0.009686394594609737,0.02629164233803749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49271003828997495,-0.34239862465887827,0.5
0.175,TAKEOFF,0.25907135009765625,0.2616763114929199,0.0010177516378462315,0.0,0.0,0.0,0.0,-0.0027675412129610777,-0.03874557837843895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5999598393078106,0.006941989466000712,0.5,0.6453118324279785,0.10024365782737732,-0.000569454743526876,0.0,0.0,0.0,0.0027675412129610777,0.0027675412129610777,-0.015221476554870605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.599755940572608,0.017111742981543963,0.5,0.6364786028862,0.620493471622467,0.0006557952146977186,0.0,0.0,0.0,-0.0027675412129610777,-0.009686394594609737,0.02629164233803749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4927107731475219,-0.3423975671998433,0.5
0.195,TAKEOFF,0.25907135009765625,0.2616763114929199,0.0010177516378462315,0.0,0.0,0.0,0.0,-0.0027675412129610777,-0.03874557837843895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5999598374430863,0.006942150622493922,0.5,0.6453118324279785,0.10024365782737732,-0.000569454743526876,0.0,0.0,0.0,0.0027675412129610777,0.0027675412129610777,-0.015221476554870605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5997558573650215,0.017114659106975644,0.5,0.6364786028862,0.620493471622467,0.0006557952146977186,0.0,0.0,0.0,-0.0027675412129610777,-0.009686394594609737,0.02629164233803749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4927115035936744,-0.3423965160839996,0.5
