timestamp_sec,flight_state,cf1_act_x,cf1_act_y,cf1_act_z,cf1_targ_x,cf1_targ_y,cf1_targ_z,cf2_act_x,cf2_act_y,cf2_act_z,cf2_targ_x,cf2_targ_y,cf2_targ_z,cf3_act_x,cf3_act_y,cf3_act_z,cf3_targ_x,cf3_targ_y,cf3_targ_z,cf4_act_x,cf4_act_y,cf4_act_z,cf4_targ_x,cf4_targ_y,cf4_targ_z
0.014,TAKEOFF,0.25064873695373535,0.44209736585617065,0.00770008098334074,0.25,0.25,0.5,1.5546214580535889,0.04653910920023918,0.005038945470005274,1.6,0.1,0.5,1.5393493175506592,1.5837347507476807,-0.0020760400220751762,1.6,1.6,0.5,0.25513651967048645,1.6288872957229614,0.006119891069829464,0.25,1.6,0.5
0.034,TAKEOFF,0.25064873695373535,0.44209736585617065,0.00770008098334074,0.25,0.25,0.5,1.5546214580535889,0.04653910920023918,0.005038945470005274,1.6,0.1,0.5,1.54171621799469,1.5804648399353027,-0.0011679695453494787,1.6,1.6,0.5,0.25513651967048645,1.6288872957229614,0.006119891069829464,0.25,1.6,0.5
0.054,TAKEOFF,0.25064873695373535,0.44209736585617065,0.00770008098334074,0.25,0.25,0.5,1.5546214580535889,0.04653910920023918,0.005038945470005274,1.6,0.1,0.5,1.54171621799469,1.5804648399353027,-0.0011679695453494787,1.6,1.6,0.5,0.25513651967048645,1.6288872957229614,0.006119891069829464,0.25,1.6,0.5
0.074,TAKEOFF,0.25064873695373535,0.44209736585617065,0.00770008098334074,0.25,0.25,0.5,1.5543280839920044,0.04756637662649155,0.007040419150143862,1.6,0.1,0.5,1.54171621799469,1.5804648399353027,-0.0011679695453494787,1.6,1.6,0.5,0.25513651967048645,1.6288872957229614,0.006119891069829464,0.25,1.6,0.5
0.094,TAKEOFF,0.2509194016456604,0.44156938791275024,0.009736726060509682,0.25,0.25,0.5,1.5543280839920044,0.04756637662649155,0.007040419150143862,1.6,0.1,0.5,1.54171621799469,1.5804648399353027,-0.0011679695453494787,1.6,1.6,0.5,0.25513651967048645,1.6288872957229614,0.006119891069829464,0.25,1.6,0.5
0.114,TAKEOFF,0.2509194016456604,0.44156938791275024,0.009736726060509682,0.25,0.25,0.5,1.5543280839920044,0.04756637662649155,0.007040419150143862,1.6,0.1,0.5,1.54171621799469,1.5804648399353027,-0.0011679695453494787,1.6,1.6,0.5,0.25465258955955505,1.6348739862442017,0.005362011957913637,0.25,1.6,0.5
0.134,TAKEOFF,0.2509194016456604,0.44156938791275024,0.009736726060509682,0.25,0.25,0.5,1.5543280839920044,0.04756637662649155,0.007040419150143862,1.6,0.1,0.5,1.5400179624557495,1.5835498571395874,-0.0029578409157693386,1.6,1.6,0.5,0.25465258955955505,1.6348739862442017,0.005362011957913637,0.25,1.6,0.5
0.154,TAKEOFF,0.2509194016456604,0.44156938791275024,0.009736726060509682,0.25,0.25,0.5,1.5543280839920044,0.04756637662649155,0.007040419150143862,1.6,0.1,0.5,1.5400179624557495,1.5835498571395874,-0.0029578409157693386,1.6,1.6,0.5,0.25465258955955505,1.6348739862442017,0.005362011957913637,0.25,1.6,0.5
0.174,TAKEOFF,0.2509194016456604,0.44156938791275024,0.009736726060509682,0.25,0.25,0.5,1.5543280839920044,0.04756637662649155,0.007040419150143862,1.6,0.1,0.5,1.5400179624557495,1.5835498571395874,-0.0029578409157693386,1.6,1.6,0.5,0.25465258955955505,1.6348739862442017,0.005362011957913637,0.25,1.6,0.5
0.194,TAKEOFF,0.2509455978870392,0.44189512729644775,0.009649058803915977,0.25,0.25,0.5,1.5571599006652832,0.04903212934732437,0.002263200469315052,1.6,0.1,0.5,1.5400179624557495,1.5835498571395874,-0.0029578409157693386,1.6,1.6,0.5,0.25465258955955505,1.6348739862442017,0.005362011957913637,0.25,1.6,0.5
0.214,TAKEOFF,0.2509455978870392,0.44189512729644775,0.009649058803915977,0.25,0.25,0.5,1.5571599006652832,0.04903212934732437,0.002263200469315052,1.6,0.1,0.5,1.5400179624557495,1.5835498571395874,-0.0029578409157693386,1.6,1.6,0.5,0.25554901361465454,1.633099913597107,0.007193289697170258,0.25,1.6,0.5
0.234,TAKEOFF,0.2509455978870392,0.44189512729644775,0.009649058803915977,0.25,0.25,0.5,1.5571599006652832,0.04903212934732437,0.002263200469315052,1.6,0.1,0.5,1.539757251739502,1.5821183919906616,-0.0013833873672410846,1.6,1.6,0.5,0.25554901361465454,1.633099913597107,0.007193289697170258,0.25,1.6,0.5
0.254,TAKEOFF,0.2509455978870392,0.44189512729644775,0.009649058803915977,0.25,0.25,0.5,1.5571599006652832,0.04903212934732437,0.002263200469315052,1.6,0.1,0.5,1.539757251739502,1.5821183919906616,-0.0013833873672410846,1.6,1.6,0.5,0.25554901361465454,1.633099913597107,0.007193289697170258,0.25,1.6,0.5
0.274,TAKEOFF,0.24928054213523865,0.43997931480407715,0.0031292347703129053,0.25,0.25,0.5,1.5574135780334473,0.040692150592803955,-0.004853611346334219,1.6,0.1,0.5,1.539757251739502,1.5821183919906616,-0.0013833873672410846,1.6,1.6,0.5,0.25554901361465454,1.633099913597107,0.007193289697170258,0.25,1.6,0.5
0.294,TAKEOFF,0.24928054213523865,0.43997931480407715,0.0031292347703129053,0.25,0.25,0.5,1.5574135780334473,0.040692150592803955,-0.004853611346334219,1.6,0.1,0.5,1.539757251739502,1.5821183919906616,-0.0013833873672410846,1.6,1.6,0.5,0.25554901361465454,1.633099913597107,0.007193289697170258,0.25,1.6,0.5
0.314,TAKEOFF,0.24928054213523865,0.43997931480407715,0.0031292347703129053,0.25,0.25,0.5,1.5574135780334473,0.040692150592803955,-0.004853611346334219,1.6,0.1,0.5,1.539757251739502,1.5821183919906616,-0.0013833873672410846,1.6,1.6,0.5,0.25497177243232727,1.6311622858047485,0.008097955025732517,0.25,1.6,0.5
0.334,TAKEOFF,0.24928054213523865,0.43997931480407715,0.0031292347703129053,0.25,0.25,0.5,1.5574135780334473,0.040692150592803955,-0.004853611346334219,1.6,0.1,0.5,1.5395781993865967,1.5833698511123657,-0.0023785638622939587,1.6,1.6,0.5,0.25497177243232727,1.6311622858047485,0.008097955025732517,0.25,1.6,0.5
0.354,TAKEOFF,0.24928054213523865,0.43997931480407715,0.0031292347703129053,0.25,0.25,0.5,1.5574135780334473,0.040692150592803955,-0.004853611346334219,1.6,0.1,0.5,1.5395781993865967,1.5833698511123657,-0.0023785638622939587,1.6,1.6,0.5,0.25497177243232727,1.6311622858047485,0.008097955025732517,0.25,1.6,0.5
0.374,TAKEOFF,0.2505996823310852,0.440621554851532,0.006042498629540205,0.25,0.25,0.5,1.5557411909103394,0.04210098460316658,-0.002287215320393443,1.6,0.1,0.5,1.5395781993865967,1.5833698511123657,-0.0023785638622939587,1.6,1.6,0.5,0.25497177243232727,1.6311622858047485,0.008097955025732517,0.25,1.6,0.5
0.394,TAKEOFF,0.2505996823310852,0.440621554851532,0.006042498629540205,0.25,0.25,0.5,1.5557411909103394,0.04210098460316658,-0.002287215320393443,1.6,0.1,0.5,1.5395781993865967,1.5833698511123657,-0.0023785638622939587,1.6,1.6,0.5,0.25497177243232727,1.6311622858047485,0.008097955025732517,0.25,1.6,0.5
0.414,TAKEOFF,0.2505996823310852,0.440621554851532,0.006042498629540205,0.25,0.25,0.5,1.5557411909103394,0.04210098460316658,-0.002287215320393443,1.6,0.1,0.5,1.5395781993865967,1.5833698511123657,-0.0023785638622939587,1.6,1.6,0.5,0.25640296936035156,1.6297917366027832,0.009724019095301628,0.25,1.6,0.5
0.434,TAKEOFF,0.2505996823310852,0.440621554851532,0.006042498629540205,0.25,0.25,0.5,1.5557411909103394,0.04210098460316658,-0.002287215320393443,1.6,0.1,0.5,1.539207935333252,1.5844018459320068,-0.0014614022802561522,1.6,1.6,0.5,0.25640296936035156,1.6297917366027832,0.009724019095301628,0.25,1.6,0.5
0.454,TAKEOFF,0.2505996823310852,0.440621554851532,0.006042498629540205,0.25,0.25,0.5,1.5557411909103394,0.04210098460316658,-0.002287215320393443,1.6,0.1,0.5,1.539207935333252,1.5844018459320068,-0.0014614022802561522,1.6,1.6,0.5,0.25640296936035156,1.6297917366027832,0.009724019095301628,0.25,1.6,0.5
0.474,TAKEOFF,0.2506352663040161,0.4419976770877838,0.00797570962458849,0.25,0.25,0.5,1.556217908859253,0.04298364743590355,0.0014846065314486623,1.6,0.1,0.5,1.539207935333252,1.5844018459320068,-0.0014614022802561522,1.6,1.6,0.5,0.25640296936035156,1.6297917366027832,0.009724019095301628,0.25,1.6,0.5
0.494,TAKEOFF,0.2506352663040161,0.4419976770877838,0.00797570962458849,0.25,0.25,0.5,1.556217908859253,0.04298364743590355,0.0014846065314486623,1.6,0.1,0.5,1.539207935333252,1.5844018459320068,-0.0014614022802561522,1.6,1.6,0.5,0.25640296936035156,1.6297917366027832,0.009724019095301628,0.25,1.6,0.5
0.514,TAKEOFF,0.2506352663040161,0.4419976770877838,0.00797570962458849,0.25,0.25,0.5,1.556217908859253,0.04298364743590355,0.0014846065314486623,1.6,0.1,0.5,1.539207935333252,1.5844018459320068,-0.0014614022802561522,1.6,1.6,0.5,0.2572973966598511,1.628320336341858,0.01032804511487484,0.25,1.6,0.5
0.534,TAKEOFF,0.2506352663040161,0.4419976770877838,0.00797570962458849,0.25,0.25,0.5,1.556217908859253,0.04298364743590355,0.0014846065314486623,1.6,0.1,0.5,1.5397536754608154,1.5837047100067139,-0.0023323216009885073,1.6,1.6,0.5,0.2572973966598511,1.628320336341858,0.01032804511487484,0.25,1.6,0.5
0.554,TAKEOFF,0.2506352663040161,0.4419976770877838,0.00797570962458849,0.25,0.25,0.5,1.556217908859253,0.04298364743590355,0.0014846065314486623,1.6,0.1,0.5,1.5397536754608154,1.5837047100067139,-0.0023323216009885073,1.6,1.6,0.5,0.2572973966598511,1.628320336341858,0.01032804511487484,0.25,1.6,0.5
0.574,TAKEOFF,0.25091350078582764,0.44197627902030945,0.009914846159517765,0.25,0.25,0.5,1.5554676055908203,0.044166870415210724,0.0026514106430113316,1.6,0.1,0.5,1.5397536754608154,1.5837047100067139,-0.0023323216009885073,1.6,1.6,0.5,0.2572973966598511,1.628320336341858,0.01032804511487484,0.25,1.6,0.5
0.594,TAKEOFF,0.25091350078582764,0.44197627902030945,0.009914846159517765,0.25,0.25,0.5,1.5554676055908203,0.044166870415210724,0.0026514106430113316,1.6,0.1,0.5,1.5397536754608154,1.5837047100067139,-0.0023323216009885073,1.6,1.6,0.5,0.2572973966598511,1.628320336341858,0.01032804511487484,0.25,1.6,0.5
